Compound ID	Target ID	Target type	Acq. method	Name	S00010449	S00010450	S00010451	S00010452	S00010453	S00010454	S00010455	S00010456	S00010457	S00010458	S00010459	S00010460	S00010461	S00010462	S00010463	S00010464	S00010465	S00010466	S00010467	S00010468	S00010469	S00010470	S00010471	S00010472	S00010473	S00010474	S00010475	S00010476	S00010477	S00010478	S00010479	S00010480	S00010481	S00010482	S00010483	S00010484	S00010485	S00010486	S00010487
CA1042	770838	UNIQUE	AQM004	ADIPIC ACID		34811	6890303											10946	15425					26537																			
C00301	746931	UNIQUE	AQM003	ADP-RIBOSE		309449	34346								193916	93277			39455	58782	86971											55724	54391	236450				13882	33152				
C01401	746927	UNIQUE	AQM003	ALANINE	47324	43464	112801	43885	56265	91695	66944		60158	34117	31998	45645		44275	47222	97211	79277	99662		55135	60130	214494	169568	225900	133235	114681	85707	98598	71942	102352		76907	73363	810462	1003666	1384697	325181	387416	377217
C01780	770869	UNIQUE	AQM004	ALDOSTERONE	1050162		1854831																	1954933																			
C00499	629095	UNIQUE	AQM003	ALLANTOATE (*)				11769		13855					39136	15417		20538	26512				26829	20993	25102	36175	29669	42896	39975	33190				31449		21881		158731	197151	232687	223302	225191	209959
C00026	660149	PRIMARY	AQM003	ALPHA-KETO-GLUTARATE		196036	42043							38850	56478	60865		23390	151829	355144	247121	153889	296767	301068	286694	487969	436639	406164	635071	613948	842128	207730	429308	294619		313461	391557	421944	471835	505111	391831	395602	297299
C00248	747274	UNIQUE	AQM003	ALPHA-LIPOAMIDE	26641	78750	35662	34538	62082	29194	120067	67273	49558	30400	17962	15526		26024																									
C02477	747495	UNIQUE	AQM003	ALPHA-TOCOPHEROL															101852																								
CA1498	747783	PRIMARY	AQM003	AMINOBUTANOIC ACID	77093	38603	21214		34123	32755	47953	34746																				34976		21301				42067	23977	64175			
CA1498	771460	SECONDARY	AQM004	AMINOBUTANOIC ACID	957326	524434		1014519		1532260	1251466	1264323	659738	703940		772688	825271	1060402	828646	1038582	884256		1048728	1201707		1364790	1261363	1840942	2018194	1854543		1227025	927784	1099325	1703816	1546046	1598289	1262000	1538661	1828471	1235467	1296073	1857844
CA1508	771453	PRIMARY	AQM004	AMINOHYDROXYBUTANOIC ACID	3197423	3444823	3087804	2614940	2790321	3282370	2383714	2389818	2752881	3150285	2800384	2665858	2720863	2881228	2915091	2794846	2768355		2583808	2716150		2364358	2563565	2621990	2571162	2127509	2433668	3121210	948451	2744233	3001076	2960144	3131738	2403005	2202998	2869372	2786934	2808746	4112392
CA1508	758042	SECONDARY	AQM003	AMINOHYDROXYBUTANOIC ACID	292454	1395550	755358	443826	455051	664637	401403	399466	550048	496741	557003	579095		526699	643664	608905	517373	576638	579594	600942	632067	516394	477015	473161	511942	480746	437652	663024	514129	572802		1237287	200317	368942	355013	537072	408514	436922	556129
CA1501	771406	UNIQUE	AQM004	AMINOPENTANOIC ACID	36850794	37970648		29248659	27426287	30040813	26814688	28423801	27165027	36304627	33086495	26286727	22990736	32386344	37097783	24589210	30616162		29573118	26367134		20598197	25047932	28842873	20862636	21251265	22155430	30279971	36037976	28195772	27909813	28761425	26285150	21762636	28463950	45374754	33002550	29675228	40268556
C00523	660268	UNIQUE	AQM003	ANDROSTERONE	723194		852570				1513223	66277						728909		905657	789480																						
C11135	775833	UNIQUE	AQM004	ANDROSTERONE GLUCURONIDE (*)	371872		452629																	1105248																			
C00108	747411	UNIQUE	AQM003	ANTHRANILATE				268983	176198		196772	156747	243010	272843	275088	29575		36560	215595				46650	204811	218999	177009	250056		211764	331010			211616	225088			303859	259294	385723	251530	125641		166650
C05208	758614	UNIQUE	AQM003	ARACHIDONOYLGLYCEROPHOSPHOCHOLINE (*)	1538212	951355	384371	338589	522880	681703	303335	495457	346947	1791681	508804	1634255		1049020	2164833	1378829	5996704	3171582	4754619	3053281	2745940	2057929	4356839	4312317	2832044	2480956	908012	3465975	5948140	8713699		2071609	3370792	8029489	23327377	21139490	34471999	19902130	5818477
M05344	773961	UNIQUE	AQM004	ARACHIDONOYLGLYCEROPHOSPHOETHANOLAMINE (*)																									202275	420116	348593				396838		223588						
M05350	775736	UNIQUE	AQM004	ARACHIDONOYLGLYCEROPHOSPHOINOSITOL (*)	215606	141148			359477	213464	307656	216145	205621											244020																			
CA1890	660265	UNIQUE	AQM003	ARG-VAL-TRP	100541	654053	239126	474164	233337	205353	257521	132439		235931	541553			111492		354161	165224	79624	107621	672734	318324	254827	246217	46898	313519			473414	455991			434440	611608	42830		123607	61301	63951	
C02385	770820	UNIQUE	AQM004	ARGININE	52517057	37210703		54713830		41651403	55871247	58123497	62727036	52377124	44820143	56279068	60479592	58888562	50101586	53906957	58268384		58954488	54597610		57331636	57991249	47758882	59609933	56121771		50580064	48865293	53741905	42954967		57048868	40386761	40128700	29426105	42045177	38550608	38851896
C00072	747588	UNIQUE	AQM003	ASCORBATE	50407		17628																																				
C16438	746997	UNIQUE	AQM003	ASPARAGINE	887558	963377	663764	374418	499446	766208	382543	318290	622959	694007	428602	550509		707264	708556	610012	530855	503316	361613	573107	733894	256581	195812	152308	297572	291863	240627	552987	474877	456578		485527	567990		78577	203641		194577	113599
C16433	771119	UNIQUE	AQM004	ASPARTATE	6707641	6148389		7497782	7991136	6742435	7298261	7168100	6475315	6939030	7688163	7947441	7368931	7356085	7083277	8245881	8475209		8052896	7572945		11384242	11874349	11302410	12014604	11595215	11607997	9389127	9112253	10623000	11569708	10882246	11873567	8228545	7505241	6723248	9283417	8707764	10721715
C08261	771243	UNIQUE	AQM004	AZELAIC ACID	164034	913645	197481	1489500	2149536	1636913	3939470	3703301	1248926	799847	126024	901501	56573	885861	1021792	1171245	954562	179443	852350	56356		1139445	1138120	977767	928908	765946	224462	1314066	1347286	1320705	81748	199230	127773	1169088	1797746	254943	970409	931360	2065694
C01262	771080	UNIQUE	AQM004	B-ALANYL-N(PAI)-METHYL-L-HISTIDINE				81646		80725	113314	119328	82591							12011	64183			47132			50545		39030		26040	16794						242617	56936	476772	241556	90919	395143
C00180	770974	UNIQUE	AQM004	BENZOATE													151032	161408																									
C00719	771176	PRIMARY	AQM004	[C13] VALINE	20766677	12247936		21640341	21265920	18082554	24010154	23772530	24094711	19402587	16340793	21917869	23246320	23307548	18216591	20620888	21959994		23065591	20228779		19849674	20840175	18855879	19563090	18778234	15102969	15556959	15612296	17801746	12195358	8176763	18179791	12339394	15140536	12941614	17822401	14687203	20791911
C00500	747256	PRIMARY	AQM003	BILIVERDIN															61686																								
C00500	771079	SECONDARY	AQM004	BILIVERDIN							1462591	892225					1325589		1031512	1637385	1421762			1054201		827973	972047	1813894					1787342	701945				788908	789479				
C06313	660204	UNIQUE	AQM003	BIOPTERIN				89916		34795																																	
C00120	747395	UNIQUE	AQM003	BIOTIN	11456856	12226526	6559070	7062720	6351930	6562083	6142039	6341042	6437124	10874150	7998422	6410373		8986875	11885628	7629289	9982829	7114931	8786258	8762401	5840099	7022451	7853262	8204536	8220552	8026799	3182810	9457189	10938748	7632779		9174702	8146204	9695697	10831949	9050409	8177707	9587417	4980841
C03690	747444	UNIQUE	AQM003	BIS(2-ETHYLHEXYL)PHTHALATE	1484534	1989773	990003	1120977	3002231	1731870	1563250	1021583	1656617	1120387	1654100	1665262		1430103	2131320	1867124	1893475	1244599	1064443	131195	2140000	1646807	1543261	1037487	1811065	942217	28368153	1835436	1618206	1803279		2630337	2636174	4222234	4120181	3941670	3874599	1984774	2580227
C01159	758014	UNIQUE	AQM003	BISPHOSPHOGLYCERATE	24836	26947	30751		29358	35314	22188		19987	24395		35393		30316	26328	32561	18608	23451	16071	26816	34623	42316	42422	22821	27419	18025	30019	32481	22399				40859					33839	17708
CA1419	771043	UNIQUE	AQM004	BOC-A-(1-NAPHTHYLMETHYL)-DL-PRO-OH	367078	63408		708406	386852	1043496											221917	457260																					
CA1333	747204	UNIQUE	AQM003	BOC-ALA-OH	3588840	10825375	3402382	5288600	5511184	8119802	5761356	3232792	8299551	6966031	10218798	7083622		7975307	8907189	6967369	7145770	3765339	5160887	8498793	5411101	3559095	2801364	1740808	5784350	5177693	659395	8184902	6699400	7760034		5987723	8341972	337536	242539	225813	472093	515891	371873
BOCASN	771175	UNIQUE	AQM004	BOC-ASN	49935733	48445037	43095057	42887150	45316607	46349348	43409428	44108437	44055646	49999983	45910482	46112297	41529477	48282257	50289931	44888920	51972680	49130807	49882256	47969180		41640098	53407635	56233571	45498052	50712603	53845624	52053409	55929070	51065402	53699885	48368412	50089882	48645837	43735719	37646352	43418568	35698913	47477682
C01410	747080	PRIMARY_NOT_UNIQUE	AQM003	BOC-ASN	16565456	17909362	12132506	11982059	11260002	13372126	9910427	10966266	11822142	13435257	15877369	12367999		14841810	17946923	15506916	14937513	12955267	14463993	15833602	15501013	9476738	9351395	8536991	13128184	13076979	6469462	15802056	12937301	14458797		14925248	15190677	6342459	5007034	3977917	9386140	10997577	4546670
C01410	771273	PRIMARY_NOT_UNIQUE	AQM004	BOC-ASN	49940049	48465232	43106746	42900366	45427959	46394085	43567138	44118215	44043671	50057740	46041443	46201035	41805351	48303122	50235267	45000811	51989095	49139391	49900216	48011342		41650499	53418252	56296607	45513827	50712686	53924757	52236279	55965043	51131563	53794025	48565741	50227405	48731573	43795253	37656339	43735475	35720134	47521956
CA1350	738693	PRIMARY	AQM003	BOC-ASP-OH	4295526	6951435	5068498	4113440	3572028	4263947	3457623	3127733	5152967	5682113	6719945	4632730		5904355	7926829	6126706	5400971	3409956	5488276	6054372	5102730	2480881	1861355		4086749	4192520	1425813	5085039		4842025		3670253	6663644	505555		296237	730385	752079	824481
CA1350	775185	SECONDARY	AQM004	BOC-ASP-OH	125345194	128065118	137213354	111312979	123825977	133142686							130056614	118012324	111851826	128766759	113627535	120020893	114412038	128584571		109936012	103754794	103401533	116621978		115060927		108093314	119359667	129738871	132752963	126293914	88590470		99698794	101558362	86901808	87934175
CA1336	747625	UNIQUE	AQM003	BOC-HIS-OH										11656		40863		28207	391667	130641	99639	282626	158265	231419	224943				275588							158632	127735					112487	171590
CA1332	771122	UNIQUE	AQM004	BOC-MET-OH											32771	25116															126630	74738	275734	307358	512742		295283	387303	647872	954339	296599	186200	818572
CA1334	747460	PRIMARY_NOT_UNIQUE	AQM003	BOC-PHE-OH	6813337	20901825	6699278	7382817	8183994	17398614	9081327	5377294	10568146	6088383	15199968	10200708		12591524	16169615	14381300	9846961	5444838	6755410	15691959	11403960	7439910	6181568	3258570	12390762	6984874		15799537	10328854	11779740		13847962	15368026	1742430	1228736	1731738	1709592	1886321	667261
CA1334	771306	PRIMARY_NOT_UNIQUE	AQM004	BOC-PHE-OH	75281629	69368251	69410795	67991990	65938609	68149326		69182792	61650568		64123911	63094091	61824365	70155575		68245236	70301225	69052800	69494866	68751528		65107666	67986871	62933840	68600657	72750281	67295299		64399744	69961335	64393806	65300009	68818165	59598822	52333291	54876495	63314680	57918370	59230152
CA1335	771431	SECONDARY	AQM004	BOC-PRO-OH								57093	105867																														
M00004	629847	UNIQUE	AQM003	BUTYRYLCARNITINE (*)	1449728	1683213	1395204	1508599	1600889	1483458	1257769	1420191	1410479	1292018	1279112	1522861		1259790	980846	2765180	1753684	2404846	1557470	1888332	1668796	4416011	4310145	3880441	3549309	3889974	3990377	388921	386796	625857		581740	618937	103535725	139889180	113078457	33641021	40698528	28682964
M00067	739910	UNIQUE	AQM003	C-GLYCOSYLTRYPTOPHAN (*)	2065160	2253985	571195	534723	661416	1161070	527751	501231	792390	1539817	852143	888243		1196111	1426229	713451	1125872	554820	596902	959848	828676	128953	285507	592406	341289	371930	333782	1020843	1554890	985488		477127	857999	328340	322970	628881	950288	1445150	533909
C01481	747318	UNIQUE	AQM003	CAFFEIC ACID								13892	28175																														
C12650	747745	UNIQUE	AQM003	CAPECITABINE																34554	49227																						
C06423	771091	UNIQUE	AQM004	CAPRYLIC ACID	1044370	1020533		1829167		2433291	1875644	1951854	1193920	1785982	1306279	1268913	1682162	1136758	1161078	1864307	1572780		1048659	665732		1527260	2232295	2313319	2292173	1268465	2005742	1625011	1401741	1428596	1585235	1380396	1266709	1670645	2450512	2434716	2710890	1113448	2251815
C00386	771221	SECONDARY	AQM004	CARNOSINE				123122	113314		127974		196435	167445		174051	190961	182153						72265						201417					37810						4647735	4760466	3978047
C00695	770971	UNIQUE	AQM004	CHOLATE							2113214	1877814	772463																														
CA1523	780248	UNIQUE	AQM004	CHOLESTEROL SULFATE										43697	27042			14473	18224		34961	33551		64168																			
M00022	728533	UNIQUE	AQM003	CINNAMOYLGLYCINE (*)	123479	338143	118972	158577	201130	258286	173793	109749	223300	192922	311442	203395		267348	325897	270426	274126	159016	206883	308368		200778	160459	95645	291337	283602	35536	332875	246651	343653		268428	378285	61067					
CA1260	771151	UNIQUE	AQM004	CIS-7,10,13,16-DOCOSATETRAENOIC ACID	129645923	27283854		96616965	77567071	53160308	21525729	55106703	22624773	25749781	57883673	50866826	25329140	198527590	89371774	26367285	97781608	177757168	69082944	28951300		176458504	87667916	49838291	99678535	31101695	30944144	117105441	173472607	113259438	129227017	53043417	53192006		38300306				
C00815	747643	UNIQUE	AQM003	CITRAMALATE															28516																								
C00158	771156	PRIMARY	AQM004	CITRATE	25297338	24109580	30668083	28725014	28984550	26230047	29544048	28240222	31544155	22319052	26242803	31237850	32232633	32105608	26989703	43870672	40267441	43617701	34462701	36244282		104825270	96530529		80941671	78271619	73326125	50696953	50153151	60228162	53103855	46965833	53456585				77913417	77792342	75331532
C00158	747008	SECONDARY_NOT_UNIQUE	AQM003	CITRATE	393565	276008	459128	425308	357594	446972	377621	391121	442482	272947	349356	467668		440686	365996	984661	801777	834947	641845	705546	685867											960866	1265341				953281	916941	1559687
C00158	747595	SECONDARY_NOT_UNIQUE	AQM003	CITRATE	1738467	1739336	1094157	2008786	1333492	1827601	1392075	1634150	1821155	1175038	1512564	1715722		2928894	1801624	4485822	3857499	5059355	3753911	4197984	3478607	12207801	16736968	12882378	10372886	10762744	9752944	6805018	5330037	6677495		8085508	7305903	6759911	10582268	14547018	10928718	12539056	3017663
C00327	747057	PRIMARY	AQM003	CITRULLINE	34352323		34059035	21560210	20512121	37742190	22848480	19870064						30384563																									
C00327	774891	SECONDARY	AQM004	CITRULLINE	32984721		25769353	35563182	33366306	34612471	28053327	29333284					450940	37409704	12727994								510928	33746095										16772355	16338506	20738033			
C02140	771309	PRIMARY	AQM004	CORTICOSTERONE							5375530	2348931																															
C02140	747736	SECONDARY	AQM003	CORTICOSTERONE							301216	84476														176686	364907						340214	141204						77759			
C02821	747285	PRIMARY_NOT_UNIQUE	AQM003	CORTISOL 21-ACETATE	117867	269804	178860	95134		235369	201930	108988	103946	78690	185744	56497		190332						138881	145456	294698	137467	114946					251520	98408									
C02821	747663	PRIMARY_NOT_UNIQUE	AQM003	CORTISOL 21-ACETATE				56962		112399				51924		57348		188060																									
C00300	746836	UNIQUE	AQM003	CREATINE																						8156651	6177086	8747942										30887777	35743935	59891881			
C12104	771268	UNIQUE	AQM004	CYCLOHEPTANECARBOXYLIC ACID																															46544	47053	76105				76450		95754
C12101	747407	UNIQUE	AQM003	CYCLOHEX-1-ENECARBOXYLIC ACID							496930	73214	365816	19825		417832		57163																									
C01066	747344	UNIQUE	AQM003	CYCLOHEXANE-1,3-DIONE	192193	489017	188223	229845	153495	819248	240352	153550	264250	139285	554655	344901		353460	216110	551279	94408	523443	122292	306181	740628	108651	131969	136475	119451	134953	76969	495588	144382	393822		438739	318034	121752	96684	137986	329182	125295	82119
C01419	771276	UNIQUE	AQM004	CYS-GLY																									948235	488627	26380					20430					22958		
C00542	771290	UNIQUE	AQM004	CYSTATHIONINE																									47631	66596	444264				368409		264585						
C00506	771346	UNIQUE	AQM004	CYSTEIC ACID							50106	75200																															
C00736	746958	UNIQUE	AQM003	CYSTEINE																40356	57890	29920	74694	18741		88853	69396	69648	97216	68755	148272		49287	49369		59051	52940	357967	73261	125557	105516	61908	12813
C01420	746960	PRIMARY_NOT_UNIQUE	AQM003	CYSTINE	1787205	1080427	1162986	917973	990638	1521275	1037893	908181	558588	663984	826019	487716		1106469	932611	645575	643452	1231501	712796	723204	761344	316360	308826	850827	449978	418153	342478	947081	500538	586155		950713	626185	165202	691722	1544889	553755	536142	457839
C01420	747195	PRIMARY_NOT_UNIQUE	AQM003	CYSTINE	1883782	562689	1091069	308291	496403	591377	453313	416520	105420	326710	100771	55180		319375	424092		19358	485983	60824	105638				617672	45808	34982	43927	775233	24704			549426	44729		794070	2678665			227360
C00475	746909	UNIQUE	AQM003	CYTIDINE	3053243	170847	6075912	923997	10926779	15161222	9491846	9902733	105518	318461	225696	2059021		3861216	1601115		1137748	2880865	3860782	2119558	454125		4731493	15269857	2258989	2431835	1508847	1550418	709921	1047796		1841977	327772	30402181	43829613	104382377	23163781	24471573	8093130
